peak_g_mag,std_g_mag,peak_hp8_vertical,peak_jerk_mag,max_elevated_dur,is_event,impact_timestamp_iso8601,impact_elapsed_sec,impact_source_sample_idx,source_folder,athlete_name
4.95083,0.9905267785953769,2.023766146870187,574304.9616710622,0.01,True,2026-06-25T18:28:00.989Z,3356.473,3491,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
7.40418,1.2271191328331768,3.4288393279799263,395.1499374591877,0.12,True,2026-06-25T18:28:03.437Z,3358.921,3737,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
4.03046,0.9280283405226523,1.4450280492579213,268.0543072159073,0.12,False,2026-06-25T18:28:03.984Z,3359.467,3792,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
7.85345,1.6206298005700754,3.1187267435104458,228532.28240229,0.03,True,2026-06-25T18:28:05.597Z,3361.08,3954,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
19.34529,2.4365649984951077,4.437232807576387,994.7522749588474,0.05,True,2026-06-25T18:28:07.397Z,3362.881,4135,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
4.94786,1.0561247344910083,1.7403661983984615,409.59403450245713,0.02,False,2026-06-25T18:28:07.995Z,3363.479,4195,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
13.19277,2.0446078972199047,4.513457713119718,1372.7645246453203,0.049,False,2026-06-25T18:38:23.324Z,3978.807,4356,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
8.22648,1.5336009743460741,4.290781273401108,602.4069335375168,0.031,True,2026-06-25T18:38:24.697Z,3980.18,4494,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
16.03533,2.6781497996066257,9.654501666569091,1324.504430081304,0.05,True,2026-06-25T18:38:27.404Z,3982.887,4766,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
4.64025,0.9501431715827081,1.9044120334663512,259.002075213694,0.02,True,2026-06-25T18:38:28.757Z,3984.241,4902,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
4.31617,0.8978172159317427,1.58872555843881,179.3774655802674,0.02,False,2026-06-25T18:38:29.364Z,3984.848,4963,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
11.325,1.8494244932250714,4.343731856716429,661.7608612745354,0.09,True,2026-06-25T18:38:31.822Z,3987.306,5210,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
4.19424,0.916116184886461,2.0230185998341974,249.75634763989436,0.059,False,2026-06-25T18:38:32.589Z,3988.072,5287,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
14.36343,1.8737192019911555,6.00467342548678,1428.0518494042851,0.049,False,2026-06-25T18:41:39.717Z,4175.2,5369,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
7.11627,1.4405448895939783,3.876943426207057,575.1303959836392,0.02,True,2026-06-25T18:41:41.359Z,4176.842,5534,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
4.78765,1.1182576000615005,1.7652046578995082,363.55726078294737,0.0,False,2026-06-25T18:41:42.244Z,4177.727,5623,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
22.48788,2.910247170467022,8.463088872984816,2099.906356954172,0.05,True,2026-06-25T18:41:43.945Z,4179.428,5794,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
16.61447,2.3950722220530833,6.11916236848907,1554.5622897729124,0.05,True,2026-06-25T18:50:13.683Z,4689.167,5982,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
8.14993,1.3260013088616585,3.4355798542829907,596.436063494655,0.02,False,2026-06-25T18:50:15.305Z,4690.788,6145,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
4.42785,0.927345265519913,1.1164450042782577,55631.38682434592,0.0,False,2026-06-25T18:50:16.181Z,4691.664,6233,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
14.43831,2.827340020249033,9.056860524094208,1191.3618370222373,0.036,True,2026-06-25T18:50:17.892Z,4693.376,6405,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
5.85554,1.0682620760614359,0.996957717394674,228.1339244699982,0.027,True,2026-06-25T18:50:19.883Z,4695.366,6605,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
5.85554,1.092655325679087,0.996957717394674,228.1339244699982,0.027,True,2026-06-25T18:50:20.308Z,4695.791,6648,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
9.00539,1.6360763579395894,3.516710476527241,387.1026187175695,0.09,True,2026-06-25T18:50:22.092Z,4697.576,6827,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
5.45127,1.0614706084933372,2.316564754434782,476.1054575537861,0.02,False,2026-06-25T18:50:23.366Z,4698.849,6955,movement data/movement-46814A23-934C-4626-AB52-B662E6EA33A1,Cael McCarthy
6.48397,1.2251011466543429,1.8255030565861612,510.10719941504624,0.029,False,2026-06-22T20:12:27.963Z,3934.276,16,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.21898,1.2258108815967457,2.8430452219421647,462.0211165758552,0.05,False,2026-06-22T20:12:28.911Z,3935.224,111,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.25827,1.097696571907756,2.580518333439635,288.1859221359631,0.01,True,2026-06-22T20:12:29.799Z,3936.112,200,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.53853,0.6917001559529438,1.0569837239195736,177.85137445631395,0.02,False,2026-06-22T20:12:32.034Z,3938.347,424,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.05096,0.9530275295195823,4.208205100815084,399.72080048203645,0.031,False,2026-06-22T20:12:32.922Z,3939.235,513,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.80419,1.2845235213180053,2.7743678164288847,552.6763549302611,0.03,False,2026-06-22T20:12:33.790Z,3940.103,600,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
8.23021,1.3638913749052128,4.484545296166142,557.8303834329929,0.06,True,2026-06-22T20:12:36.274Z,3942.588,849,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.53982,1.287632378615792,3.0860141533288887,447.131374333342,0.06,False,2026-06-22T20:12:38.090Z,3944.404,1031,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
6.98351,1.2271844255883604,3.6202427125015393,581.9379434587506,0.04,True,2026-06-22T20:12:39.996Z,3946.31,1222,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.60426,0.7941562645360555,1.6965030016280451,315.4679499457516,0.02,False,2026-06-22T20:12:41.004Z,3947.318,1323,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.2538,0.9949948033156287,2.5345843704507574,872.1243954693846,0.019,False,2026-06-22T20:12:41.783Z,3948.096,1401,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.94427,0.8028227255618139,1.586854525955372,489.6168870014595,0.02,False,2026-06-22T20:23:04.070Z,4570.383,1464,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.42002,0.9875129641801175,2.3591326690500733,450.97126898617387,0.02,False,2026-06-22T20:23:04.748Z,4571.062,1532,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.05898,0.9279701643704942,1.9564352430271337,288.05395768501427,0.01,False,2026-06-22T20:23:05.726Z,4572.04,1630,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.05311,1.0300109393259322,3.0993180349076943,506.49002164011085,0.04,True,2026-06-22T20:23:07.852Z,4574.165,1843,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.45256,0.7940897090313443,2.201008629281008,371.81267475571616,0.02,False,2026-06-22T20:23:09.917Z,4576.231,2050,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.37248,1.1999149581898554,2.9589770313694097,478.6056742400938,0.069,True,2026-06-22T20:23:12.132Z,4578.446,2272,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.59251,1.0409655627746828,2.1410349624724225,259.4742885855938,0.04,False,2026-06-22T20:23:13.260Z,4579.573,2385,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.01303,1.4316269337395668,4.603553253430787,590.7180676058588,0.04,False,2026-06-22T20:23:13.889Z,4580.202,2448,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.85601,1.2886637894945967,4.12341882508615,877.7212162554806,0.05,True,2026-06-22T20:23:15.864Z,4582.178,2646,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.47645,0.8667518530219306,2.0788941457035306,237.79688679837676,0.02,False,2026-06-22T20:23:16.882Z,4583.196,2748,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.99855,1.144842621475872,2.4605942178211926,833.6402492256477,0.03,False,2026-06-22T20:23:17.511Z,4583.824,2811,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.99855,1.3360893803766962,2.4605942178211926,833.6402492256477,0.03,False,2026-06-22T20:23:17.870Z,4584.183,2847,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.45784,0.7740699041614747,2.227620149346906,258.39945376296754,0.0,False,2026-06-22T20:48:56.823Z,6123.136,2918,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.43422,0.9679343274816359,2.6873287603758604,383.7267193850331,0.02,False,2026-06-22T20:48:58.000Z,6124.314,3036,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
16.43337,2.0056978158674568,8.109379334404062,1923.6442776358103,0.09,True,2026-06-22T20:49:00.435Z,6126.748,3280,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
5.21373,0.9294222308182265,3.0992347174122976,355.5999932353768,0.03,False,2026-06-22T20:49:01.044Z,6127.357,3341,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.59108,1.3214869399217695,3.0224183401315683,536.983762883013,0.03,False,2026-06-22T20:49:02.610Z,6128.924,3498,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
10.56152,1.5380340934942158,2.794210556333597,699.1686678112801,0.07,True,2026-06-22T20:49:04.526Z,6130.839,3690,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
8.73922,1.5400977166816525,4.208691009171513,981.1762546386184,0.02,False,2026-06-22T20:49:05.733Z,6132.047,3811,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.66573,0.9333958496582082,2.4084130370014503,243.8850856961122,0.0,False,2026-06-22T20:58:11.892Z,6678.206,3936,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
10.80114,1.5025905972273221,6.133404039417183,650.9275438526165,0.02,False,2026-06-22T20:58:13.010Z,6679.323,4048,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
11.25018,1.5943971094209688,4.564608244803771,1418.300449578297,0.069,True,2026-06-22T20:58:15.475Z,6681.788,4295,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
4.34959,0.704338299824174,1.4344138608944823,265.04730520940115,0.02,False,2026-06-22T20:58:16.073Z,6682.387,4355,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
7.95979,1.7318871673538294,4.658725566470389,867.837889348005,0.06,False,2026-06-22T20:58:17.141Z,6683.454,4462,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
10.85828,1.7036841913973457,5.1173377778507385,713.6047179118143,0.07,True,2026-06-22T20:58:19.436Z,6685.749,4692,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
8.05974,1.4893917627395092,2.581606502105709,793.2723622432587,0.03,False,2026-06-22T20:58:20.963Z,6687.276,4845,movement data/movement-8DA72F42-34F3-4328-82C3-75C3AA8EF2CC,Piper Arnold
8.74517,1.4910168249334812,2.8995237498811486,1004.0683669302604,0.02,False,2026-06-25T18:25:43.266Z,452.353,39,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.24582,1.1348718963298574,2.6654364918817204,266.22712467740774,0.02,True,2026-06-25T18:25:44.094Z,453.181,122,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
4.86408,1.1501403591877624,3.612507944310163,391.25404612604336,0.03,False,2026-06-25T18:25:44.942Z,454.029,207,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.58253,0.8264046518936623,2.9823881515253903,532.2080342027917,0.02,True,2026-06-25T18:25:47.137Z,456.224,427,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
4.50313,0.9339790026438729,2.172597231890014,288.9969370443224,0.02,False,2026-06-25T18:25:47.935Z,457.022,507,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.95763,1.200728217251861,3.334207820726427,331.4483600985227,0.02,True,2026-06-25T18:25:48.274Z,457.362,541,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.95763,1.2829817316984526,3.334207820726427,459.7085823660463,0.02,True,2026-06-25T18:25:48.704Z,457.791,584,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
7.96281,1.1289973755771705,2.5535405864197247,781.2977571438432,0.04,True,2026-06-25T18:25:51.308Z,460.395,845,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
9.57498,1.4174397793031948,4.159210788588483,885.557849558119,0.03,False,2026-06-25T18:25:51.986Z,461.073,913,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
9.57498,1.4155837131298015,4.159210788588483,885.557849558119,0.03,False,2026-06-25T18:25:52.405Z,461.492,955,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
7.41949,1.712900008032714,3.904518559739202,880.7126287149515,0.03,False,2026-06-25T18:36:29.550Z,1098.638,1040,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.03078,1.1275561673780587,2.434383212501148,283.9139071950605,0.0,False,2026-06-25T18:36:30.468Z,1099.555,1132,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.56533,1.0309802667080903,3.2157698785302924,345.35494942594926,0.01,True,2026-06-25T18:36:31.337Z,1100.424,1219,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
9.95901,1.7105255078407922,5.863355546620106,1466.2613346320632,0.059,True,2026-06-25T18:36:33.532Z,1102.619,1439,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
4.49914,0.8688319747730054,1.9980994908351817,358.4673767764648,0.01,False,2026-06-25T18:36:34.569Z,1103.656,1543,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.53831,1.0724451759699642,3.496297963574358,505.2285752350118,0.02,True,2026-06-25T18:36:35.288Z,1104.375,1615,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.51205,1.058023367480816,2.391183476926785,524.5334878870938,0.09,True,2026-06-25T18:36:37.712Z,1106.799,1858,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.51205,1.0606850437834694,2.391183476926785,524.5334878870938,0.09,True,2026-06-25T18:36:38.141Z,1107.228,1901,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.81451,0.8086451306132835,2.510982908969394,509.9340658163563,0.02,False,2026-06-25T18:36:38.930Z,1108.017,1980,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
9.14093,1.5253579243982427,3.990531248537216,867.8922237178991,0.04,True,2026-06-25T18:48:12.544Z,1801.631,2097,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
9.14093,1.2230905872935007,3.990531248537216,867.8922237178991,0.0,True,2026-06-25T18:48:12.993Z,1802.08,2142,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.00479,0.9383178206630952,2.506578745179594,263.3013080920792,0.01,False,2026-06-25T18:48:13.981Z,1803.068,2241,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
7.04116,1.133890905012034,3.957387026369037,671.022849319604,0.03,True,2026-06-25T18:48:16.156Z,1805.243,2459,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
4.51682,0.9110213822953045,2.949263421953588,285.6536323889476,0.019,False,2026-06-25T18:48:16.944Z,1806.031,2538,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.89868,1.0171800301900766,3.497785429492603,561.1494701461568,0.02,True,2026-06-25T18:48:18.091Z,1807.179,2653,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.05427,1.1740910347039946,3.823186627302506,432.4978920954413,0.06,True,2026-06-25T18:48:20.606Z,1809.693,2905,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
8.96386,1.3358707920694342,5.527217730357008,917.781112785614,0.02,False,2026-06-25T18:48:21.544Z,1810.631,2999,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.60681,1.3443272119162564,2.308732591419344,640.7954786638245,0.04,False,2026-06-25T19:00:59.083Z,2568.17,3137,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.53361,1.1589304062665067,2.4602089305364365,390.9989474167418,0.02,False,2026-06-25T19:00:59.872Z,2568.959,3216,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.73951,1.0507166387456282,2.7994201095259457,350.30757587582946,0.01,True,2026-06-25T19:01:00.540Z,2569.627,3283,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.88668,1.1649678049933012,3.0912512911444088,569.3799162387096,0.04,True,2026-06-25T19:01:02.795Z,2571.882,3509,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.30392,1.0569285769505679,3.2889260937084406,311.9247370392415,0.019,False,2026-06-25T19:01:03.473Z,2572.561,3577,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
4.02582,0.8202306833818217,2.048906401563084,305.4740894298565,0.01,True,2026-06-25T19:01:04.222Z,2573.309,3652,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.72152,1.0506476780042127,3.1252230292808107,671.7140077547884,0.04,True,2026-06-25T19:01:06.816Z,2575.904,3912,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.21496,1.0188906506605337,2.8383633518250235,373.5901262198989,0.029,True,2026-06-25T19:01:07.904Z,2576.991,4021,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
4.95821,1.0422869177432348,2.636294231687935,277.7474711352022,0.02,False,2026-06-25T19:01:08.602Z,2577.689,4091,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
6.64154,1.0070877038922728,3.9186845532939,646.5373201061174,0.05,True,2026-06-25T19:01:10.817Z,2579.904,4313,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
5.37877,1.0580639347610146,2.574337286980146,489.16879349906753,0.03,False,2026-06-25T19:01:11.406Z,2580.493,4372,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
7.69304,1.2370499269275455,3.506213166593268,994.4800360713352,0.03,False,2026-06-25T19:01:11.975Z,2581.062,4429,movement data/movement-C124D664-D789-4B21-8575-31CACF750521,Piper Arnold
7.6019,1.2745918638482432,3.8888824771793504,430.9015138010077,0.05,False,2026-06-25T18:06:25.254Z,1544.538,81,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
7.6019,1.246148175321359,3.8888824771793504,430.9015138010077,0.05,False,2026-06-25T18:06:25.652Z,1544.936,121,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.01757,0.8339901113199636,1.718056234017616,164.57304318136465,0.019,False,2026-06-25T18:06:26.210Z,1545.494,177,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
14.51288,2.257346116067439,6.2260335985781765,756.0491997125584,0.03,True,2026-06-25T18:06:28.004Z,1547.287,357,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.37338,1.9697534343165546,6.2260335985781765,756.0491997125584,0.03,False,2026-06-25T18:06:28.871Z,1548.154,444,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.63642,1.0802457869091233,2.660875722820871,257.81784050031706,0.0,False,2026-06-25T18:06:29.688Z,1548.972,526,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
16.97987,2.554241460443971,7.0048531590787615,1077.7648414626449,0.07,True,2026-06-25T18:06:32.298Z,1551.582,788,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
7.72105,1.6304874671278131,4.082607417566448,479.6141978471272,0.04,False,2026-06-25T18:06:33.295Z,1552.578,888,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.52974,0.8597363972882378,2.3635679578489506,197.42031301261784,0.0,False,2026-06-25T18:06:34.261Z,1553.545,985,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.89918,0.8504933380728021,2.4384606905896526,449.11493585800935,0.03,False,2026-06-25T18:06:36.215Z,1555.499,1181,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
11.17017,1.6479690744152722,7.948053401059298,976.8894715737318,0.031,False,2026-06-25T18:06:37.131Z,1556.415,1273,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
13.31601,2.4463940824148778,6.235570565614856,805.4858585729485,0.03,True,2026-06-25T18:06:37.679Z,1556.963,1328,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.1105,1.120612268563157,3.2481727381214816,385.9407087416407,0.02,False,2026-06-25T18:19:52.831Z,2352.115,1451,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.07861,0.9264409373299477,2.489243766729435,304.15461869582055,0.01,False,2026-06-25T18:19:53.518Z,2352.802,1520,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.01661,0.8130372160474562,1.3488314557331775,221.90164367575107,0.01,False,2026-06-25T18:19:54.146Z,2353.43,1583,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
9.13898,1.7370085713438093,4.501539982102457,680.1975366068301,0.06,True,2026-06-25T18:19:57.066Z,2356.35,1876,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.05457,1.1680033669591627,2.3085194294117546,347.8643945361468,0.011,False,2026-06-25T18:19:57.863Z,2357.147,1956,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
11.01588,1.830585309290787,3.1658822457050904,1298.4680145606203,0.05,True,2026-06-25T18:19:59.955Z,2359.239,2166,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.99033,1.221720626974413,3.1658822457050904,772.3869041697949,0.02,False,2026-06-25T18:20:00.782Z,2360.066,2249,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
8.80462,1.4607014707667811,4.385402912830767,505.7496449064497,0.02,False,2026-06-25T18:20:01.729Z,2361.013,2344,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.05122,1.1365648473811403,3.6734190793937938,318.2640692271121,0.02,False,2026-06-25T18:20:02.297Z,2361.581,2401,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.80413,0.940836476116528,1.465840770296301,257.11304059887743,0.02,False,2026-06-25T18:20:02.616Z,2361.9,2433,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
12.07348,1.9199562857535777,7.20443885543133,1611.7463961714343,0.039,True,2026-06-25T18:20:04.190Z,2363.474,2591,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
12.07348,1.9913505961454583,7.20443885543133,1611.7463961714343,0.039,True,2026-06-25T18:20:04.599Z,2363.882,2632,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.31933,1.0598434136325503,2.95998948889076,377.75098566780736,0.02,False,2026-06-25T18:20:04.987Z,2364.271,2671,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
10.51527,1.7373205086565555,4.072676067191011,574.6880496799981,0.03,False,2026-06-25T18:20:06.203Z,2365.487,2793,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.69597,0.7580254469366898,2.5193090528604976,286.7938895269563,0.01,False,2026-06-25T18:29:24.701Z,2923.985,2893,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.0573,1.1433290229147637,3.276928839332219,372.1924144995435,0.04,False,2026-06-25T18:29:25.458Z,2924.742,2969,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
4.28979,0.8634302219270013,1.4831663108392303,177.3836616065253,0.02,False,2026-06-25T18:29:26.106Z,2925.39,3034,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
5.49083,0.9826557397835947,1.8663231356593355,344.4385549455809,0.05,False,2026-06-25T18:29:27.840Z,2927.123,3208,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
6.46943,1.1145054420651836,3.114208259260981,356.0651671632596,0.05,False,2026-06-25T18:29:28.268Z,2927.552,3251,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
8.31647,1.3214255874333989,3.114208259260981,435.0441604722444,0.04,True,2026-06-25T18:29:28.936Z,2928.22,3318,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
7.30301,1.3865195653650686,2.297780296283661,1373306.5872557373,0.019,False,2026-06-25T18:29:29.533Z,2928.817,3378,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
17.45423,2.5127589845070446,6.252604866967508,1588.843766821647,0.03,True,2026-06-25T18:29:32.064Z,2931.348,3632,movement data/movement-E2B8DE2A-1E7B-47EF-BB36-58020D996058,Jeffery Brown
